Train Loss,Test Loss,Train Accuracy,Test Accuracy
0.15939758518357683,0.1712006682372655,0.9590482026143791,0.9601151315789473
0.15253823522928786,0.16331223785276675,0.9621119281045751,0.9592927631578947
0.15062181391978477,0.15492790182313337,0.9632352941176471,0.9638157894736842
0.15458976393382923,0.15402291386417824,0.9592524509803921,0.9617598684210527
0.14633709100361159,0.14883650172207222,0.9634395424836601,0.9644325657894737
0.13735107548254866,0.1331750237808544,0.9682393790849673,0.9685444078947368
0.12019059056525722,0.12531701793926386,0.9737540849673203,0.971422697368421
0.11603410069045483,0.1205430058021193,0.9735498366013072,0.9740953947368421
0.11907723913078799,0.12718962726002678,0.9717116013071896,0.9691611842105263
0.11019041960803318,0.11414863659330733,0.9751838235294118,0.9736842105263158
0.10775227799214228,0.10353180109250627,0.9764093137254902,0.9769736842105263
0.09629335450434606,0.0981882918918676,0.9789624183006536,0.9796463815789473
0.09041771569344051,0.09478670427264851,0.9817197712418301,0.979235197368421
0.09735817576186379,0.09395305836861062,0.978656045751634,0.9796463815789473
0.09244918401103491,0.09581000348053917,0.9788602941176471,0.979235197368421
0.08796787127438518,0.09400279658204251,0.9812091503267973,0.9788240131578947
0.08729711337642002,0.09176162390128627,0.9804942810457516,0.9821134868421053
0.08106248445498447,0.08897903127782875,0.9820261437908496,0.9810855263157895
0.07840264186390913,0.08718438510237547,0.9847834967320261,0.9812911184210527
0.06599182643306752,0.08200090535374509,0.9893790849673203,0.9814967105263158
0.06314089135388581,0.07091649391339006,0.990093954248366,0.9866365131578947
0.05599337921544812,0.06607297376578308,0.9923406862745098,0.9888980263157895
0.05438925535265916,0.07103765969112062,0.9918300653594772,0.9858141447368421
0.061434663855014185,0.06640277731866275,0.9883578431372549,0.9876644736842105
0.06505403985433719,0.06322746692023286,0.9883578431372549,0.98828125
